chr	start	end	strand	shifting_score	shift_in_bp	dominant_peak_maternal	dominant_peak_zygotic	ensembl_gene_id	gene_start	gene_end	tss	entrezgene	external_gene_id	gene_biotype
chr23	44984220	44984288	+	0.722536979	36	44984223	44984259	NA	NA	NA	NA	NA	NA	NA
chr23	1066311	1066408	-	0.692416681	-12	1066330	1066342	ENSDARG00000058978	1052251	1066435	1066435	569178	BEND2	protein_coding
chr23	2481403	2481531	-	0.645976091	-10	2481489	2481499	NA	NA	NA	NA	NA	NA	NA
chr23	4460798	4460838	-	0.68071014	-8	4460800	4460808	ENSDARG00000058871	4443222	4460786	4460786	100142653	FBXW12	protein_coding
chr23	7094278	7094462	-	0.689748684	-42	7094385	7094427	ENSDARG00000028448	7062426	7094457	7094457	NA	edem2	protein_coding
chr23	9914354	9914523	-	0.764771351	36	9914467	9914431	ENSDARG00000002659	9901568	9914536	9914536	334728	mapre1	protein_coding
chr23	16852778	16852938	-	0.684222476	29	16852854	16852825	ENSDARG00000012513	16819339	16852904	16852904	325004	sdcbp2	protein_coding
chr23	17152391	17152726	-	0.624719175	-21	17152678	17152699	ENSDARG00000057863	17131889	17152704	17152704	323723	dnmt5	protein_coding
chr23	21828351	21828593	-	0.729824182	-137	21828439	21828576	NA	NA	NA	NA	NA	NA	NA
chr23	24513377	24513491	-	0.623875831	21	24513447	24513426	ENSDARG00000078850	24489442	24513416	24513416	564823	plekhm2	protein_coding
chr23	25242393	25242518	-	0.649203355	-60	25242436	25242496	ENSDARG00000039263	25227777	25242494	25242494	567773	zbtb48	protein_coding
chr23	30096291	30096517	-	0.688985192	20	30096478	30096458	ENSDARG00000077307	30065620	30096465	30096465	563814	TMEM201	protein_coding
chr23	33923476	33923711	-	0.693256465	-113	33923570	33923683	ENSDARG00000011570	33895348	33923700	33923700	30334	pou6f1	protein_coding
chr23	40068262	40068284	-	0.745693666	-18	40068266	40068284	NA	NA	NA	NA	NA	NA	NA
chr24	44926	45114	+	0.620938705	-97	45101	45004	ENSDARG00000088466	45042	46774	45042	NA	TMX3	protein_coding
chr24	9494723	9494814	+	0.70741747	-74	9494811	9494737	NA	NA	NA	NA	NA	NA	NA
chr24	16044497	16044559	+	0.63593943	-36	16044543	16044507	ENSDARG00000071594	16044641	16051827	16044641	560369	C24H18orf55	protein_coding
chr24	16747715	16747827	+	0.763367837	21	16747800	16747821	ENSDARG00000042077	16747687	16750205	16747687	619204	mrps7	protein_coding
chr24	17454286	17454421	+	0.650666885	-33	17454357	17454324	ENSDARG00000045399	17454293	17462002	17454293	322258	cct5	protein_coding
chr24	17532782	17532902	+	0.639797155	11	17532805	17532816	ENSDARG00000008292	17532374	17552055	17532374	327341	eif2s3	protein_coding
chr24	26590865	26590962	+	0.66324136	34	26590923	26590957	ENSDARG00000075853	26590920	26699913	26590920	793623	SH3KBP1	protein_coding
chr24	36463293	36463379	+	0.659743026	47	36463297	36463344	NA	NA	NA	NA	NA	NA	NA
chr24	37736638	37736727	+	0.768721141	-66	37736727	37736661	ENSDARG00000042751	37736904	37750738	37736904	445220	riok3	protein_coding
chr24	5797142	5797218	-	0.64471665	41	5797206	5797165	ENSDARG00000055629	5736541	5797178	5797178	100141362	C24H3orf58 (2 of 2)	protein_coding
chr24	6428983	6429048	-	0.700721942	-45	6428984	6429029	ENSDARG00000079278	6369978	6429026	6429026	570025	zgc:174877	protein_coding
chr24	8070736	8071012	-	0.628621033	-33	8070883	8070916	ENSDARG00000009342	8054762	8070970	8070970	406289	txndc5	protein_coding
chr24	8304820	8305070	-	0.644259636	-99	8304927	8305026	NA	NA	NA	NA	NA	NA	NA
chr24	11218325	11218447	-	0.63308936	5	11218391	11218386	ENSDARG00000045411	11122560	11218396	11218396	393147	acad11	protein_coding
chr24	14496241	14496509	-	0.658384206	64	14496413	14496349	ENSDARG00000088880	14482670	14496307	14496307	795005	ZFHX2	protein_coding
chr24	16763714	16763821	-	0.650878588	16	16763758	16763742	ENSDARG00000006331	16754133	16763791	16763791	503596	mif4gdb	protein_coding
chr24	20268515	20268811	-	0.672109489	14	20268665	20268651	ENSDARG00000038429	20257036	20268667	20268667	322795	csrnp1b	protein_coding
chr24	21535214	21535293	-	0.693631894	15	21535261	21535246	ENSDARG00000045351	21530996	21535264	21535264	393780	ccdc58	protein_coding
chr24	22228202	22228300	-	0.667125254	65	22228297	22228232	ENSDARG00000078109	22208268	22228264	22228264	565736	usp12a	protein_coding
chr24	24582374	24582482	-	0.64431626	24	24582482	24582458	NA	NA	NA	NA	NA	NA	NA
chr24	27865325	27865484	-	0.683462901	-11	27865404	27865415	ENSDARG00000062137	27818966	27865418	27865418	563669	STAG1 (1 of 2)	protein_coding
chr24	37203945	37204033	-	0.710976971	60	37204033	37203973	ENSDARG00000028771	37175601	37204029	37204029	557679	MAPRE2	protein_coding
chr24	38784730	38784983	-	0.614187251	-18	38784786	38784804	ENSDARG00000007438	38770295	38784817	38784817	30622	ube2i	protein_coding
chr24	39611981	39612013	-	0.695918472	-13	39611984	39611997	NA	NA	NA	NA	NA	NA	NA
chr24	41210371	41210418	-	0.814267661	36	41210413	41210377	ENSDARG00000071449	41189117	41210377	41210377	796439	ITFG3	protein_coding
chr25	2375726	2375876	+	0.673553923	23	2375769	2375792	ENSDARG00000038456	2375792	2397730	2375792	503880	MRPS35	protein_coding
chr25	6804173	6804328	+	0.626844604	9	6804233	6804242	ENSDARG00000014954	6805013	6834347	6805013	100001421	snx33	protein_coding
chr25	7652239	7652353	+	0.615364133	58	7652250	7652308	NA	NA	NA	NA	NA	NA	NA
chr25	10758381	10758484	+	0.649566683	-50	10758450	10758400	ENSDARG00000046030	10758371	10764828	10758371	550490	zgc:110339	protein_coding
chr25	17601301	17601337	+	0.903490754	30	17601302	17601332	ENSDARG00000018559	17601341	17667058	17601341	NA	JHDM1D (2 of 2)	protein_coding
chr25	19443804	19444002	+	0.628771228	-31	19443852	19443821	ENSDARG00000086450	19444277	19454260	19444277	558951	TDG (2 of 2)	protein_coding
chr25	24082311	24082384	+	0.720960926	57	24082321	24082378	NA	NA	NA	NA	NA	NA	NA
chr25	24844863	24844995	+	0.777232924	43	24844907	24844950	ENSDARG00000051836	24844950	24898626	24844950	NA	si:dkeyp-19e1.3	protein_coding
chr25	26373899	26374003	+	0.629603998	48	26373935	26373983	ENSDARG00000075252	26373938	26410567	26373938	321905	phrf1	protein_coding
chr25	35926044	35926095	+	0.724304078	-15	35926070	35926055	ENSDARG00000061357	35925935	35939027	35925935	100170782	CHST6	protein_coding
chr25	38339373	38339452	+	0.644797064	22	38339427	38339449	NA	NA	NA	NA	NA	NA	NA
chr25	2662882	2662977	-	0.695867952	27	2662947	2662920	ENSDARG00000063525	2645941	2663121	2663121	557919	adpgk	protein_coding
chr25	4230495	4230601	-	0.64731441	-54	4230523	4230577	NA	NA	NA	NA	NA	NA	NA
chr25	6645666	6645832	-	0.637165283	50	6645793	6645743	ENSDARG00000007755	6634147	6645426	6645426	NA	WDR61	protein_coding
chr25	6744326	6744467	-	0.675037995	36	6744463	6744427	ENSDARG00000079716	6703048	6744427	6744427	563090	sin3aa	protein_coding
chr25	10841547	10841671	-	0.65046245	-38	10841614	10841652	NA	NA	NA	NA	NA	NA	NA
chr25	17863083	17863142	-	0.756938569	-31	17863098	17863129	ENSDARG00000042116	17855351	17863129	17863129	334149	TRIM35 (40 of 43)	protein_coding
chr25	21337790	21337878	-	0.634545439	-41	21337828	21337869	ENSDARG00000051931	21315431	21337882	21337882	504054	edc3	protein_coding
chr25	27539962	27540051	-	0.739685354	-50	27539963	27540013	NA	NA	NA	NA	NA	NA	NA
chr25	30453146	30453602	-	0.662689315	93	30453514	30453421	ENSDARG00000013990	30417485	30453491	30453491	406260	ube2q2	protein_coding
chr25	32476072	32476185	-	0.645914847	-72	32476073	32476145	ENSDARG00000086627	32469852	32475931	32475931	560627	CABZ01003826.2	protein_coding
chr25	32885546	32885697	-	0.667978007	22	32885620	32885598	ENSDARG00000012603	32878820	32885667	32885667	394189	eif3ja	protein_coding
chr25	37405677	37405857	-	0.832793885	0	37405741	37405741	ENSDARG00000051718	37405093	37405692	37405692	573073	CR354435.1	protein_coding
chr25	37406938	37407088	-	0.816823521	0	37406956	37406956	ENSDARG00000070297	37405981	37406927	37406927	NA	CR354435.6	protein_coding
